species	sample_key	GTDB_214	sample	element_symbol	element_name	source
parasanguinis_B	113pp	parasanguinis_B	113Pp-CMPN001x44_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis_B	113pp	parasanguinis_B	113Pp-CMPN001x44_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis_B	NA	NA	SAMEA104138657	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_B	NA	NA	SAMEA104138657	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_B	NA	NA	SAMEA104138661	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_B	NA	NA	SAMEA104138661	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_B	NA	NA	SAMN04477536	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_B	NA	NA	SAMN04477536	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_B	NA	NA	SAMN04477536	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_B	NA	NA	SAMN04477536	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_C	42ap	parasanguinis_C	042Ap-CMPN001x50_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis_C	42ap	parasanguinis_C	042Ap-CMPN001x50_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis_C	NA	NA	SAMEA104138649	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_C	NA	NA	SAMEA104138649	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_C	NA	NA	SAMEA5390834	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_C	NA	NA	SAMEA5390834	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_C	NA	NA	SAMN11849375	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_C	NA	NA	SAMN11849375	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_C	NA	NA	SAMN11849375	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_C	NA	NA	SAMN11849375	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_C	NA	NA	SAMN11849377	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_C	NA	NA	SAMN11849377	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_C	NA	NA	SAMN11849377	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_C	NA	NA	SAMN11849377	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_C	NA	NA	SAMN11849379	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_C	NA	NA	SAMN11849379	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	123pp	parasanguinis_D	123Pp-CMPN001x47_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis_D	123pp	parasanguinis_D	123Pp-CMPN001x47_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis_D	160ap	parasanguinis_D	160Ap-CMPN001x77_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis_D	160ap	parasanguinis_D	160Ap-CMPN001x77_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis_D	160ap	parasanguinis_D	160Ap-CMPN001x77_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis_D	160ap	parasanguinis_D	160Ap-CMPN001x77_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis_D	NA	NA	SAMEA104138666	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMEA104138666	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMEA111346985	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_D	NA	NA	SAMEA111346985	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_D	NA	NA	SAMEA111346985	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMEA111346985	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMEA111347020	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_D	NA	NA	SAMEA111347020	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_D	NA	NA	SAMEA111347020	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMEA111347020	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMEA111347059	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_D	NA	NA	SAMEA111347059	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_D	NA	NA	SAMEA111347059	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMEA111347059	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMEA114321098	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMEA114321098	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMEA2335678	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_D	NA	NA	SAMEA2335678	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_D	NA	NA	SAMEA2335678	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMEA2335678	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMEA2335678	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis_D	NA	NA	SAMEA5390890	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMEA5390890	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMEA5390893	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMEA5390893	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMEA5390905	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMEA5390905	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMN03197706	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMN03197706	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMN03197706	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_D	NA	NA	SAMN04477645	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_D	NA	NA	SAMN04477645	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_D	NA	NA	SAMN04477645	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMN04477645	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMN11849391	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_D	NA	NA	SAMN11849391	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_D	NA	NA	SAMN11849391	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_D	NA	NA	SAMN11849391	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	149ap	parasanguinis_E	149Ap-CMPN001x71_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis_E	149ap	parasanguinis_E	149Ap-CMPN001x71_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis_E	149ap	parasanguinis_E	149Ap-CMPN001x71_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis_E	149ap	parasanguinis_E	149Ap-CMPN001x71_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis_E	NA	NA	SAMEA104138651	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMEA104138651	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMEA104138651	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis_E	NA	NA	SAMEA117078724	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMEA117078724	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMEA117078724	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMEA117078724	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMEA4964470	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMEA4964470	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMEA4964470	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis_E	NA	NA	SAMEA4964470	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
parasanguinis_E	NA	NA	SAMEA4964470	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMEA4964470	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMEA5390910	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMEA5390910	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN03197539	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN03197539	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN03197539	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN03197539	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN04480358	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN04480358	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN04480358	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN04480358	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN10239556	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN10239556	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN10239556	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN10239556	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849374	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849374	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN11849374	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849374	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849378	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849378	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849380	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis_E	NA	NA	SAMN11849380	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849380	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849380	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_E	NA	NA	SAMN11849380	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849380	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN11849381	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849381	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN11849381	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849381	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849382	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849382	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849382	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849382	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN11849382	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_E	NA	NA	SAMN11849382	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis_E	NA	NA	SAMN11849383	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849383	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849383	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849383	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN11849384	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis_E	NA	NA	SAMN11849384	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_E	NA	NA	SAMN11849384	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849384	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849384	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849384	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN11849387	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849387	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN11849387	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849387	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849388	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis_E	NA	NA	SAMN11849388	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849388	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849388	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_E	NA	NA	SAMN11849388	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849388	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN11849389	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849389	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN11849389	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849389	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849390	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis_E	NA	NA	SAMN11849390	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_E	NA	NA	SAMN11849390	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN11849390	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN11849390	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN11849390	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN26876559	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN26876559	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN26876559	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN26876559	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN26876573	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN26876573	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN26876573	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN26876573	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN29581410	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_E	NA	NA	SAMN29581410	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_E	NA	NA	SAMN29581410	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN29581410	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN41594618	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN41594618	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN41594618	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis_E	NA	NA	SAMN41594619	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN41594619	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN41594619	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis_E	NA	NA	SAMN41594620	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_E	NA	NA	SAMN41594620	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_E	NA	NA	SAMN41594620	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis_I	113cp	parasanguinis_I	113Cp-CMPN001x29_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
parasanguinis_I	113cp	parasanguinis_I	113Cp-CMPN001x29_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
parasanguinis_I	113cp	parasanguinis_I	113Cp-CMPN001x29_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis_I	113cp	parasanguinis_I	113Cp-CMPN001x29_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis_I	NA	NA	SAMEA104113877	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMEA104113877	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMEA114321104	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_I	NA	NA	SAMEA114321104	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_I	NA	NA	SAMEA114321104	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMEA114321104	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN03197258	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
parasanguinis_I	NA	NA	SAMN03197258	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis_I	NA	NA	SAMN03197258	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMN03197258	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN03197508	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMN03197508	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN03197583	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_I	NA	NA	SAMN03197583	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_I	NA	NA	SAMN03197583	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_I	NA	NA	SAMN03197583	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMN03197583	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN03197851	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_I	NA	NA	SAMN03197851	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_I	NA	NA	SAMN03197851	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN03197851	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMN04477535	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_I	NA	NA	SAMN04477535	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_I	NA	NA	SAMN04477535	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN04477535	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMN04477535	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_I	NA	NA	SAMN04498651	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMN04498651	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN04498651	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_I	NA	NA	SAMN04498651	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_I	NA	NA	SAMN26876551	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_I	NA	NA	SAMN26876551	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN26876551	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMN26876551	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_I	NA	NA	SAMN26876551	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_I	NA	NA	SAMN26876576	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_I	NA	NA	SAMN26876576	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_I	NA	NA	SAMN26876576	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis_I	NA	NA	SAMN26876576	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis_I	NA	NA	SAMN26876576	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMN26876576	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN41328233	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis_I	NA	NA	SAMN41328233	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis_I	NA	NA	SAMN41328233	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis_I	NA	NA	SAMN41328233	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis_I	NA	NA	SAMN41328233	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
salivarius	93s	salivarius	93s	NA	NA	rmarvig
salivarius	47as	salivarius	047As-CMPN001x51_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
salivarius	47as	salivarius	047As-CMPN001x51_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
salivarius	47as	salivarius	047As-CMPN001x51_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
salivarius	47as	salivarius	047As-CMPN001x51_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
salivarius	47cs	salivarius	047Cs-CMPN001x03_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
salivarius	47cs	salivarius	047Cs-CMPN001x03_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
salivarius	47cs	salivarius	047Cs-CMPN001x03_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
salivarius	47cs	salivarius	047Cs-CMPN001x03_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
